Price,Beds,Baths,Sq-ft,Basement,Garage,Rooms,Annual Tax,Style,Year Built,Walkable Score,Bikeable Score,Address,City,Zip
599000,4.0,3.0,2816.0,0,1,10.0,10192.0,Single Family Residential,1958,46.0,41.0,"115 Finnegans Ln,South Brunswick, NJ 08824",South Brunswick, 08824
649000,4.0,2.0,2048.0,0,1,9.0,9374.0,Single Family Residential,2000,58.0,51.0,"20 E School St,Piscataway, NJ 08854",Piscataway, 08854
774900,4.0,2.5,2013.0,1,1,8.0,11807.0,Single Family Residential,2011,6.0,28.0,"36 Eddington Ln,Monroe, NJ 08831",Monroe, 08831
869900,5.0,4.5,3000.0,1,0,8.0,7812.0,Single Family Residential,1952,77.0,59.0,"8 Gurley Rd,Edison, NJ 08817",Edison, 08817
549900,3.0,2.0,1669.0,0,1,7.0,7807.0,Single Family Residential,1956,3.0,26.0,"141 E Greystone Rd E,Old Bridge, NJ 08857",Old Bridge, 08857
479000,4.0,1.0,1220.0,1,0,7.0,6161.0,Single Family Residential,1955,25.0,32.0,"79 Hilliard Rd,Old Bridge, NJ 08857",Old Bridge, 08857
369000,2.0,2.5,1194.0,0,0,5.0,6716.0,Single Family Residential,,33.0,38.0,"299 Palombi Ct,East Brunswick, NJ 08816",East Brunswick, 08816
599900,4.0,3.0,,1,1,10.0,8982.0,Single Family Residential,1957,29.0,33.0,"200 Rahway Ave,South Plainfield, NJ 07080",South Plainfield, 07080
37000,,,,1,0,,,Single Family Residential,,42.0,76.0,"Lot 12 Fox Run Dr,Williamsburg, IA 52361",Williamsburg,
861896,,,792.0,1,0,,,Single Family Residential,1920,69.0,42.0,"326 Durham Ave,Metuchen, NJ 08840",Metuchen, 08840
524900,3.0,1.5,,1,0,6.0,7860.0,Single Family Residential,1968,41.0,42.0,"29 Martin Ave,Edison, NJ 08837",Edison, 08837
385000,2.0,1.5,,1,0,6.0,4934.0,Single Family Residential,1920,71.0,49.0,"70 Wheeler Ave,Carteret, NJ 07008",Carteret, 07008
130000,2.0,2.0,,1,0,5.0,,Mobile/Manufactured Home,,16.0,28.0,"2 Twain Rd,North Brunswick, NJ 08902",North Brunswick, 08902
329000,2.0,2.0,1176.0,0,0,5.0,4479.0,Single Family Residential,,47.0,31.0,"118 Blake Ct,Old Bridge, NJ 08857",Old Bridge, 08857
850000,5.0,3.0,,1,0,,,Single Family Residential,,13.0,19.0,"45 Rock Rd,Green Brook Twp., NJ 07069-6206",Green Brook Twp., 07069-6206
359900,3.0,2.0,,0,1,6.0,3630.0,Condo/Co-op,,23.0,31.0,"320 Persica Plz Unit C,Monroe, NJ 08831",Monroe, 08831
575000,2.0,2.0,1928.0,0,1,7.0,8334.0,Single Family Residential,2006,12.0,27.0,"19 Sonoma St,Monroe, NJ 08831",Monroe, 08831
799900,3.0,2.0,2141.0,1,1,7.0,16039.0,Single Family Residential,1955,30.0,32.0,"321 Manalapan Rd,Spotswood, NJ 08884",Spotswood, 08884
675000,4.0,2.5,,1,1,9.0,8933.0,Single Family Residential,1967,33.0,37.0,"12 Arvin Rd,Old Bridge, NJ 08857",Old Bridge, 08857
724990,3.0,2.5,2070.0,1,1,7.0,10417.0,Single Family Residential,,38.0,41.0,"44 Vincent Behan Blvd,Edison, NJ 08837",Edison, 08837
499000,4.0,2.0,,1,1,7.0,6286.0,Single Family Residential,1953,35.0,38.0,"546 Melrose Ave,South Plainfield, NJ 07080",South Plainfield, 07080
474900,4.0,2.0,1584.0,1,0,,,Single Family Residential,1943,,,"156 Main St,South Bound Brook Boro, NJ 08880",South Bound Brook Boro, 08880
370000,4.0,3.5,2045.0,1,1,12.0,6873.0,Single Family Residential,,,,"726 Harbortown Blvd,Perth Amboy, NJ 08861",Perth Amboy, 08861
785000,3.0,3.0,2730.0,0,1,7.0,14747.0,Single Family Residential,,,,"66 Chatsworth Ct,Edison, NJ 08820",Edison, 08820
1495000,,,4752.0,1,1,18.0,24268.0,Single Family Residential,,,,"165 Livingston Ave,New Brunswick, NJ 08901",New Brunswick, 08901
289900,3.0,1.0,,0,0,8.0,8051.0,Single Family Residential,1953,,,"537 Lorraine Ave,Middlesex, NJ 08846",Middlesex, 08846
699000,4.0,4.0,1992.0,1,1,6.0,3125.0,Single Family Residential,1989,,,"52 Fairview Ave,Edison, NJ 08817",Edison, 08817
639900,4.0,2.5,,1,1,9.0,14405.0,Single Family Residential,1969,,,"18 Dellview Dr,Edison, NJ",Edison,
474900,4.0,2.0,1584.0,1,0,,,Single Family Residential,1943,,,"156 Main St,South Bound Brook Boro, NJ 08880",South Bound Brook Boro, 08880
370000,4.0,3.5,2045.0,1,1,12.0,6873.0,Single Family Residential,,,,"726 Harbortown Blvd,Perth Amboy, NJ 08861",Perth Amboy, 08861
785000,3.0,3.0,2730.0,0,1,7.0,14747.0,Single Family Residential,,,,"66 Chatsworth Ct,Edison, NJ 08820",Edison, 08820
1495000,,,4752.0,1,1,18.0,24268.0,Single Family Residential,,,,"165 Livingston Ave,New Brunswick, NJ 08901",New Brunswick, 08901
474900,4.0,2.0,1584.0,1,0,,,Single Family Residential,1943,,,"156 Main St,South Bound Brook Boro, NJ 08880",South Bound Brook Boro, 08880
370000,4.0,3.5,2045.0,1,1,12.0,6873.0,Single Family Residential,,47.0,49.0,"726 Harbortown Blvd,Perth Amboy, NJ 08861",Perth Amboy, 08861
785000,3.0,3.0,2730.0,0,1,7.0,14747.0,Single Family Residential,,10.0,31.0,"66 Chatsworth Ct,Edison, NJ 08820",Edison, 08820
1495000,,,4752.0,1,1,18.0,24268.0,Single Family Residential,,90.0,76.0,"165 Livingston Ave,New Brunswick, NJ 08901",New Brunswick, 08901
289900,3.0,1.0,,0,0,8.0,8051.0,Single Family Residential,1953,63.0,48.0,"537 Lorraine Ave,Middlesex, NJ 08846",Middlesex, 08846
699000,4.0,4.0,1992.0,1,1,6.0,3125.0,Single Family Residential,1989,18.0,31.0,"52 Fairview Ave,Edison, NJ 08817",Edison, 08817
639900,4.0,2.5,,1,1,9.0,14405.0,Single Family Residential,1969,23.0,32.0,"18 Dellview Dr,Edison, NJ",Edison,
695500,4.0,2.5,2495.0,1,1,9.0,9755.0,Single Family Residential,1950,56.0,42.0,"803 Charles St,South Amboy, NJ 08879",South Amboy, 08879
429900,2.0,2.5,,1,0,6.0,8181.0,Single Family Residential,,38.0,38.0,"115 Highview Dr,Woodbridge Proper, NJ 07095",Woodbridge Proper, 07095
440000,3.0,1.5,1508.0,1,1,7.0,9610.0,Single Family Residential,1964,68.0,61.0,"812 Waksman Pl,North Brunswick, NJ 08902",North Brunswick, 08902
625000,4.0,2.5,,0,1,8.0,9157.0,Single Family Residential,1988,43.0,35.0,"19 Carlisle Ct,Old Bridge, NJ 08857",Old Bridge, 08857
349000,4.0,1.5,1472.0,1,1,6.0,6527.0,Single Family Residential,1919,86.0,49.0,"100 Broad St,Perth Amboy, NJ 08861",Perth Amboy, 08861
899999,4.0,2.5,2473.0,1,1,9.0,13128.0,Single Family Residential,2006,4.0,27.0,"41 Potomac Rd,South Brunswick, NJ 08852",South Brunswick, 08852
425000,3.0,2.5,,0,1,6.0,7186.0,Single Family Residential,1994,39.0,31.0,"7 Tuthill Ct #904,Sayreville, NJ 08872",Sayreville, 08872
575000,4.0,2.5,1793.0,1,1,8.0,13623.0,Single Family Residential,1966,63.0,52.0,"2 Wyndmoor Way,Edison, NJ 08820",Edison, 08820
399900,3.0,1.5,1302.0,0,1,7.0,8226.0,Single Family Residential,1955,53.0,43.0,"20 Easton Ave,Spotswood, NJ 08884",Spotswood, 08884
620000,3.0,1.5,1369.0,1,1,7.0,11526.0,Single Family Residential,1960,34.0,37.0,"944 Ellis Pkwy,Edison, NJ 08820",Edison, 08820
819999,5.0,3.0,,0,1,9.0,123456.0,Single Family Residential,,75.0,53.0,"461 Old Post Rd,Edison, NJ 08817",Edison, 08817
579000,2.0,2.0,2134.0,0,1,7.0,9150.0,Single Family Residential,,35.0,31.0,"153 Ryan Ct,Monroe, NJ 08831",Monroe, 08831
599000,3.0,2.5,,1,1,6.0,623.0,Vacant Land,,26.0,31.0,"30 Stanton Ave,Piscataway, NJ 08854",Piscataway, 08854
586990,2.0,3.0,2111.0,1,0,,,,,8.0,30.0,"Beacon - Two-Story Plan,Monroe Township, NJ 08831",Monroe Township, 08831
475000,2.0,2.5,1374.0,0,0,5.0,4840.0,Condo/Co-op,,98.0,68.0,"1 Spring St #602,New Brunswick, NJ 08901",New Brunswick, 08901
989999,5.0,3.5,3287.0,1,1,12.0,3510.0,Vacant Land,,51.0,34.0,"5 Hausserman Rd,Sayreville, NJ 08872",Sayreville, 08872
625000,4.0,2.5,2658.0,1,0,,13762.0,Single Family Residential,2000,51.0,41.0,"395 Church Ln,North Brunswick, NJ 08902",North Brunswick, 08902
519000,4.0,2.0,1440.0,1,0,7.0,2101.0,Vacant Land,1936,41.0,57.0,"235 Garfield Ave,Old Bridge, NJ 08879",Old Bridge, 08879
389000,2.0,2.0,1260.0,0,1,5.0,6666.0,Single Family Residential,2006,87.0,47.0,"358 W Rector St #509,Perth Amboy, NJ 08861",Perth Amboy, 08861
420000,4.0,1.5,884.0,1,0,6.0,8405.0,Single Family Residential,1964,54.0,42.0,"14 Deerwood Ave,Edison, NJ 08817",Edison, 08817
579900,,,,1,1,9.0,10538.0,Single Family Residential,1923,83.0,51.0,"107 Madison Ave,Dunellen, NJ 08812",Dunellen, 08812
385000,2.0,2.5,1694.0,0,1,6.0,5053.0,Single Family Residential,,19.0,31.0,"5 Chadwick Ln Unit B,Monroe, NJ 08831",Monroe, 08831
340000,2.0,2.0,1264.0,1,0,5.0,6198.0,Condo/Co-op,2006,56.0,36.0,"540 Cranbury Rd #218,East Brunswick, NJ 08816",East Brunswick, 08816
419999,3.0,2.0,1238.0,1,0,6.0,7760.0,Single Family Residential,1911,79.0,48.0,"123 Grove Ave,Woodbridge Proper, NJ 07095",Woodbridge Proper, 07095
525900,,,1964.0,1,1,9.0,10159.0,Single Family Residential,1908,59.0,50.0,"238 Walnut St,Dunellen, NJ 08812",Dunellen, 08812
599000,3.0,1.0,,1,1,7.0,11168.0,Single Family Residential,,52.0,45.0,"110 Charles St,Old Bridge, NJ 08857",Old Bridge, 08857
235000,,,,1,0,,2991.0,Vacant Land,,65.0,44.0,"64 Virginia St,South River, NJ 08882",South River, 08882
349900,2.0,2.0,1228.0,0,0,5.0,6999.0,Single Family Residential,,24.0,16.0,"808 Cypress Ln #808,East Brunswick, NJ 08816",East Brunswick, 08816
525000,4.0,2.0,,0,0,8.0,7735.0,Single Family Residential,1955,43.0,28.0,"15 Pinetree Dr,Sayreville, NJ 08859",Sayreville, 08859
45000,2.0,1.0,,1,0,4.0,,Single Family Residential,,29.0,34.0,"135 Oakdale Village Ln,North Brunswick, NJ 08902",North Brunswick, 08902
480000,2.0,2.0,1306.0,1,0,5.0,1060.0,Condo/Co-op,,1.0,24.0,"918 Vanderbergh Blvd,Monroe Township, NJ 08831",Monroe Township, 08831
300000,,,,1,1,,2315.0,Vacant Land,,82.0,47.0,"50-52 Broad St,Perth Amboy, NJ 08861",Perth Amboy, 08861
450000,3.0,2.0,,1,0,5.0,5337.0,Single Family Residential,1954,35.0,46.0,"187 Oakmanor Pkwy,South Plainfield, NJ 07080",South Plainfield, 07080
470000,4.0,3.0,,1,0,7.0,10011.0,Single Family Residential,1955,80.0,62.0,"242 S 7th Ave,Highland Park, NJ 08904",Highland Park, 08904
1100000,3.0,2.0,,1,1,7.0,14717.0,Single Family Residential,1927,76.0,44.0,"63 Rose St,Metuchen, NJ 08840",Metuchen, 08840
230000,2.0,1.0,,0,1,5.0,2731.0,Condo/Co-op,1963,53.0,41.0,"25-B Alva Ct #2502,Edison, NJ 08817",Edison, 08817
949999,4.0,3.5,2835.0,1,1,9.0,18245.0,Single Family Residential,1991,31.0,36.0,"291 Mckinley Ave,Edison, NJ 08820",Edison, 08820
299000,3.0,2.0,1175.0,1,1,7.0,3619.0,Single Family Residential,1920,68.0,61.0,"188 Fulton St,New Brunswick, NJ 08901",New Brunswick, 08901
993352,,,,1,0,,,Single Family Residential,,35.0,35.0,"N. Main N Main St,Cranbury, NJ 08512",Cranbury, 08512
625000,4.0,2.0,1680.0,1,0,6.0,9111.0,Single Family Residential,1940,50.0,41.0,"4 Weston St,Metuchen, NJ 08840",Metuchen, 08840
499900,3.0,2.5,1712.0,1,1,,9262.0,Townhouse,1995,21.0,36.0,"7 Barnsdale Dr,Cranbury, NJ 08512",Cranbury, 08512
249000,1.0,1.0,982.0,0,0,4.0,4189.0,Condo/Co-op,1989,36.0,35.0,"3713 Birchwood Ct,North Brunswick, NJ 08902",North Brunswick, 08902
700000,5.0,2.5,2496.0,1,1,,16001.0,Single Family Residential,1998,15.0,30.0,"18 Loveland Ct,Cranbury, NJ 08512",Cranbury, 08512
37000,,,,1,0,,,Single Family Residential,,42.0,76.0,"Lot 16 Fox Run Dr,Williamsburg, IA 52361",Williamsburg,
359999,3.0,1.0,1241.0,1,0,6.0,5519.0,Single Family Residential,,38.0,40.0,"13 Anne St #13,South River, NJ 08882",South River, 08882
249999,2.0,1.0,,1,0,,,Condo/Co-op,,29.0,31.0,"137 N Plymouth Ln Unit N,Monroe Twp., NJ 08831-3640",Monroe Twp., 08831-3640
575000,,,,1,1,,726.0,Vacant Land,1935,57.0,48.0,"40-44 Simplex Ave,New Brunswick, NJ 08901",New Brunswick, 08901
719000,4.0,2.0,2034.0,0,1,9.0,12400.0,Single Family Residential,1950,59.0,45.0,"41 Terry Ave,Edison, NJ 08820",Edison, 08820
300000,2.0,2.0,1300.0,0,1,8.0,1716.0,Condo/Co-op,,18.0,29.0,"632 Yorkshire Ln Unit B,Monroe, NJ 08831",Monroe, 08831
199900,,,,1,0,,3653.0,Single Family Residential,,72.0,51.0,"150 Oak Tree Ave,South Plainfield, NJ 07080",South Plainfield, 07080
475000,3.0,1.5,,1,1,9.0,10465.0,Single Family Residential,1913,63.0,53.0,"742 Dunellen Ave,Dunellen, NJ 08812",Dunellen, 08812
699000,3.0,2.0,,1,1,8.0,12539.0,Single Family Residential,1964,24.0,32.0,"11 Walker Ave,Edison, NJ 08820",Edison, 08820
739000,,,2458.0,1,1,10.0,9481.0,Single Family Residential,1912,93.0,63.0,"8 Brookside Ave,New Brunswick, NJ 08901",New Brunswick, 08901
445000,2.0,2.0,1626.0,0,1,6.0,4900.0,Single Family Residential,1999,8.0,16.0,"34 Ardsleigh Pl,Monroe, NJ 08831",Monroe, 08831
479000,3.0,2.5,1828.0,1,1,7.0,10517.0,Single Family Residential,1919,63.0,48.0,"414 Prospect Ave,Dunellen, NJ 08812",Dunellen, 08812
289900,3.0,2.0,,1,1,6.0,8565.0,Single Family Residential,1929,67.0,51.0,"55 Mary St,Carteret, NJ 07008",Carteret, 07008
495999,3.0,2.0,1247.0,1,1,9.0,9521.0,Single Family Residential,1963,33.0,45.0,"3 Stanley Rd,East Brunswick, NJ 08816",East Brunswick, 08816
399000,3.0,2.0,1271.0,1,0,6.0,5597.0,Single Family Residential,1940,37.0,35.0,"776 Greenwood Ave,Old Bridge, NJ 08879",Old Bridge, 08879
138000,,1.0,668.0,1,0,,3884.0,Condo/Co-op,,43.0,62.0,"2404 Windrow Dr,Princeton, NJ 08540",Princeton, 08540
520000,2.0,2.0,1310.0,1,0,,,Single Family Residential,,98.0,68.0,"1 Spring St #0904,New Brunswick, NJ 08901",New Brunswick, 08901
725000,5.0,2.5,2640.0,1,1,10.0,11535.0,Single Family Residential,1971,70.0,51.0,"64 Gramercy Dr,Piscataway, NJ 08854",Piscataway, 08854
299000,,,6144.0,1,0,,5600.0,Single Family Residential,,93.0,72.0,"34 Lee Ave,New Brunswick, NJ 08901",New Brunswick, 08901
831995,2.0,2.0,2029.0,1,0,,,,,6.0,26.0,"Eason Plan,Cranbury, NJ 08512",Cranbury, 08512
419000,,,1524.0,1,1,9.0,6331.0,Single Family Residential,1990,91.0,51.0,"344 Watson Ave,Perth Amboy, NJ 08861",Perth Amboy, 08861
530000,5.0,2.0,2415.0,1,0,12.0,9934.0,Single Family Residential,1920,93.0,75.0,"211 Redmond St,New Brunswick, NJ 08901",New Brunswick, 08901
400000,2.0,2.0,1532.0,0,0,5.0,6246.0,Condo/Co-op,2004,22.0,45.0,"263 Pinelli Dr #263,Piscataway, NJ 08854",Piscataway, 08854
575000,3.0,2.0,,1,1,9.0,9158.0,Single Family Residential,1963,2.0,19.0,"21 White Pine Rd,South Brunswick, NJ 08831",South Brunswick, 08831
869990,4.0,3.5,2555.0,1,0,,,,,0.0,25.0,"Hanover Plan,Old Bridge, NJ 08857",Old Bridge, 08857
549000,4.0,2.5,2389.0,1,1,8.0,13194.0,Single Family Residential,1972,51.0,35.0,"68 Central Ave,East Brunswick, NJ 08816",East Brunswick, 08816
249900,2.0,1.0,,0,1,5.0,1815.0,Single Family Residential,,26.0,33.0,"157 Pelham Ln,Monroe, NJ 08831",Monroe, 08831
899900,5.0,4.0,3440.0,1,1,12.0,14831.0,Single Family Residential,2004,14.0,33.0,"93 Deans Ln,South Brunswick, NJ 08852",South Brunswick, 08852
60000,,,,1,0,,,Vacant Land,1935,57.0,48.0,"52 Simplex Ave,New Brunswick, NJ 08901",New Brunswick, 08901
270000,2.0,1.5,,0,0,5.0,1952.0,Condo/Co-op,,41.0,39.0,"100 John T O Leary Blvd #408,South Amboy, NJ 08879",South Amboy, 08879
340000,2.0,2.0,1226.0,0,1,6.0,7868.0,Condo/Co-op,1985,25.0,28.0,"208 Wycoff Way W #208,East Brunswick, NJ 08816",East Brunswick, 08816
579000,3.0,2.0,1457.0,1,1,9.0,11356.0,Single Family Residential,1966,40.0,38.0,"91 Hillsdale Rd,East Brunswick, NJ 08816",East Brunswick, 08816
350000,2.0,2.0,1528.0,0,1,6.0,2327.0,Condo/Co-op,,16.0,27.0,"13 Ethan Allen Drive Dr Unit C,Monroe, NJ 08831",Monroe, 08831
788888,4.0,2.5,3314.0,1,1,10.0,12679.0,Single Family Residential,1964,2.0,33.0,"85 Ross Hall Blvd N,Piscataway, NJ 08854",Piscataway, 08854
1750000,,,,1,0,,248.0,Single Family Residential,,5.0,26.0,"B Davidson Mill Rd,South Brunswick, NJ 08902",South Brunswick, 08902
373000,4.0,2.0,,0,0,7.0,5129.0,Single Family Residential,,36.0,28.0,"450 Main St,Sayreville, NJ 08872",Sayreville, 08872
350000,2.0,1.5,,1,1,8.0,5440.0,Single Family Residential,1915,52.0,49.0,"805 Drake Ave,Middlesex, NJ 08846",Middlesex, 08846
999999,6.0,4.0,,1,1,9.0,10275.0,Single Family Residential,1967,12.0,26.0,"770 Old Raritan Rd,Edison, NJ 08820",Edison, 08820
425000,2.0,2.0,,1,1,,5820.0,Single Family Residential,,98.0,72.0,"20 Livingston Ave #606,New Brunswick, NJ 08901",New Brunswick, 08901
375000,2.0,2.5,1680.0,0,1,6.0,6881.0,Single Family Residential,1991,62.0,47.0,"93 Aspen Dr,North Brunswick, NJ 08902",North Brunswick, 08902
250000,2.0,1.0,,1,0,,,Single Family Residential,1942,56.0,43.0,"697 Colgate Ave,Perth Amboy City, NJ 08861-2343",Perth Amboy City, 08861-2343
529900,3.0,2.5,,1,1,6.0,9948.0,Single Family Residential,,95.0,50.0,"A Middlesex Ave,Metuchen, NJ 08840",Metuchen, 08840
649900,4.0,1.0,,1,1,9.0,10276.0,Single Family Residential,1920,56.0,46.0,"382 Main St,Spotswood, NJ 08884",Spotswood, 08884
749900,4.0,2.0,2400.0,1,1,9.0,7006.0,Single Family Residential,1966,60.0,44.0,"359 Durham Ave,Metuchen, NJ 08840",Metuchen, 08840
295000,2.0,2.0,1181.0,0,0,7.0,4595.0,Single Family Residential,,67.0,61.0,"914 Cedar Ct,New Brunswick, NJ 08901",New Brunswick, 08901
430000,3.0,1.5,1360.0,1,0,9.0,5896.0,Single Family Residential,1909,86.0,47.0,"279 Washington St,Perth Amboy, NJ 08861",Perth Amboy, 08861
849000,5.0,3.0,2875.0,1,1,9.0,2638.0,Other,,61.0,47.0,"439 Hancock St,South Plainfield, NJ 07080",South Plainfield, 07080
225000,1.0,1.0,942.0,0,0,5.0,2680.0,Condo/Co-op,1982,58.0,46.0,"103 N Oaks Blvd,North Brunswick, NJ 08902",North Brunswick, 08902
740000,8.0,3.0,3095.0,1,0,11.0,9223.0,Single Family Residential,1890,82.0,47.0,"410 High St,Perth Amboy, NJ 08861",Perth Amboy, 08861
625000,3.0,2.5,1450.0,1,1,7.0,9924.0,Single Family Residential,2000,16.0,33.0,"6 Jordan Way,South Brunswick, NJ 08852",South Brunswick, 08852
669999,4.0,2.5,2013.0,1,1,9.0,10233.0,Single Family Residential,2015,1.0,26.0,"420 Morning Glory Dr,Middlesex, NJ 08831",Middlesex, 08831
749000,4.0,3.0,,1,1,13.0,12410.0,Single Family Residential,1967,56.0,39.0,"15 Driftwood Dr,Sayreville, NJ 08859",Sayreville, 08859
599000,,,,1,0,,5457.0,Other,,17.0,29.0,"154 Union Valley Rd,Monroe, NJ 08831",Monroe, 08831
575000,2.0,3.5,1794.0,0,0,,2022.0,Condo/Co-op,,7.0,13.0,"2206 Stelmaszek Rd #2206,Parlin, NJ 08859",Parlin, 08859
1290000,7.0,5.0,,1,1,9.0,27514.0,Single Family Residential,1962,27.0,36.0,"3 Clive Hills Rd,Edison, NJ 08820",Edison, 08820
485000,4.0,2.0,,1,1,7.0,7834.0,Single Family Residential,1943,77.0,59.0,"99 Old Post Rd,Edison, NJ 08817",Edison, 08817
549000,4.0,2.5,2130.0,1,1,8.0,11908.0,Single Family Residential,1970,41.0,39.0,"1 Desmet Ave,Milltown, NJ 08850",Milltown, 08850
595000,4.0,2.5,,0,1,8.0,8048.0,Single Family Residential,1960,8.0,41.0,"70 Mitchell Dr,Piscataway, NJ 08854",Piscataway, 08854
464500,3.0,2.5,1540.0,0,1,6.0,7282.0,Single Family Residential,,30.0,33.0,"254 Deep Brook Ct,Piscataway, NJ 08854",Piscataway, 08854
495000,4.0,2.0,2133.0,1,1,7.0,11736.0,Single Family Residential,1933,82.0,51.0,"6 Barnard St,Highland Park, NJ 08904",Highland Park, 08904
899000,4.0,3.0,2715.0,1,0,13.0,7531.0,Single Family Residential,1959,24.0,31.0,"198 Normandy Rd,Edison, NJ 08820",Edison, 08820
325900,2.0,1.0,,0,0,5.0,6818.0,Condo/Co-op,1982,64.0,45.0,"143G Beverly Hill Ter #4307,Woodbridge Proper, NJ 07095",Woodbridge Proper, 07095
765000,2.0,2.0,2357.0,1,1,7.0,13533.0,Single Family Residential,2005,8.0,21.0,"16 Winnie Palmer Ct,Monroe, NJ 08831",Monroe, 08831
579000,4.0,2.0,1788.0,0,0,10.0,7860.0,Single Family Residential,1965,79.0,47.0,"85 Gaskill Ave,Edison, NJ 08817",Edison, 08817
649000,3.0,1.5,2133.0,1,1,7.0,12380.0,Single Family Residential,1952,19.0,29.0,"48 Patton Dr,East Brunswick, NJ 08816",East Brunswick, 08816
590000,3.0,2.5,1900.0,1,1,,9152.0,Single Family Residential,,8.0,25.0,"701 Pheasant Run,Monmouth Junction, NJ 08852",Monmouth Junction, 08852
460000,4.0,2.0,1305.0,1,0,,7642.0,Single Family Residential,1959,30.0,38.0,"12 Charmello Dr,South Amboy, NJ 08879",South Amboy, 08879
699000,4.0,3.5,1782.0,1,1,9.0,12009.0,Single Family Residential,1910,61.0,65.0,"509 S 1st Ave,Highland Park, NJ 08904",Highland Park, 08904
565000,4.0,2.0,1464.0,1,0,10.0,6578.0,Single Family Residential,1900,92.0,63.0,"244 Hamilton St,New Brunswick, NJ 08901",New Brunswick, 08901
700000,4.0,2.5,2314.0,1,1,8.0,11169.0,Single Family Residential,1969,22.0,31.0,"1039 Lovell Pl,North Brunswick, NJ 08902",North Brunswick, 08902
220000,1.0,1.0,975.0,1,0,,7289.0,Condo/Co-op,,33.0,56.0,"2326 Windrow Dr,Princeton, NJ 08540",Princeton, 08540
437000,3.0,2.0,,1,0,5.0,3486.0,Single Family Residential,1931,67.0,49.0,"46 Elm St,Edison, NJ 08817",Edison, 08817
468000,2.0,1.5,1626.0,0,1,5.0,10079.0,Single Family Residential,1999,80.0,34.0,"265 Front St,Perth Amboy, NJ 08861",Perth Amboy, 08861
575000,3.0,2.5,1450.0,1,1,6.0,1.0,Single Family Residential,,42.0,49.0,"484 Harding Rd,Old Bridge, NJ 08857",Old Bridge, 08857
525000,3.0,1.5,1392.0,1,0,8.0,7469.0,Single Family Residential,1927,60.0,69.0,"7 Jefferson Ave,Edison, NJ 08837",Edison, 08837
425000,2.0,2.0,,1,1,6.0,4008.0,Single Family Residential,,31.0,32.0,"18 Dolley Madison Dr Unit A,Monroe, NJ 08831",Monroe, 08831
347777,2.0,2.5,1766.0,1,1,5.0,3434.0,Single Family Residential,,21.0,27.0,"215 N Pondview Blvd,Monroe, NJ 08831",Monroe, 08831
769000,,,,1,1,,11845.0,Multi-Family (2-4 Unit),,65.0,50.0,"B Wright Pl,New Brunswick, NJ 08901",New Brunswick, 08901
440000,2.0,2.0,1226.0,1,0,,6653.0,Condo/Co-op,2022,1.0,24.0,"821 Stiller Ln #821,Monroe Twp, NJ 08831",Monroe Twp, 08831
570000,3.0,1.5,1350.0,1,1,6.0,9009.0,Single Family Residential,1959,49.0,43.0,"13 Moryan Rd,Edison, NJ 08817",Edison, 08817
999900,4.0,3.0,3130.0,1,1,10.0,14573.0,Single Family Residential,2005,0.0,25.0,"1007 Antoinette Dr,Monroe, NJ 08831",Monroe, 08831
424900,3.0,3.0,,1,1,7.0,7156.0,Single Family Residential,1927,68.0,47.0,"68 Wilmot St,East Brunswick, NJ 08816",East Brunswick, 08816
480000,,,1857.0,1,1,11.0,8925.0,Single Family Residential,1980,91.0,46.0,"290 High St,Perth Amboy, NJ 08861",Perth Amboy, 08861
400000,,,,1,0,,,Vacant Land,,37.0,34.0,"0 Melrose Ave,South Amboy, NJ 08879",South Amboy, 08879
699000,3.0,1.5,,1,1,9.0,8353.0,Single Family Residential,1912,0.0,24.0,"586 Spotswood-englishtown Rd,Monroe, NJ 08831",Monroe, 08831
699000,3.0,2.5,,1,1,,3360.0,Single Family Residential,,2.0,24.0,"41 Valentino Dr,Old Bridge, NJ 08857",Old Bridge, 08857
625000,4.0,2.5,2330.0,1,1,8.0,13564.0,Single Family Residential,1987,41.0,36.0,"126 Moretti Ln,Edison, NJ 08817",Edison, 08817
245000,1.0,1.0,982.0,0,1,4.0,4189.0,Condo/Co-op,1989,36.0,35.0,"3705 S Birchwood Ct,North Brunswick, NJ 08902",North Brunswick, 08902
399900,2.0,2.0,1541.0,0,1,5.0,7813.0,Condo/Co-op,,19.0,47.0,"438 Tower Blvd,Piscataway, NJ 08854",Piscataway, 08854
335000,1.0,1.0,1070.0,0,0,6.0,3561.0,Single Family Residential,1982,46.0,34.0,"73 Percival Ct,Old Bridge, NJ 08857",Old Bridge, 08857
899000,4.0,3.5,,1,1,9.0,12575.0,Single Family Residential,2000,18.0,9.0,"5 Charter Dr,South River, NJ 08882",South River, 08882
1249000,5.0,4.0,3870.0,1,1,9.0,24991.0,Single Family Residential,2014,35.0,25.0,"56 Fern Rd,East Brunswick, NJ 08816",East Brunswick, 08816
799000,4.0,3.5,3051.0,1,1,10.0,15169.0,Single Family Residential,,30.0,37.0,"1811 Bellew Pl,South Plainfield, NJ 07080",South Plainfield, 07080
439000,3.0,1.0,,0,0,5.0,6421.0,Single Family Residential,1952,50.0,41.0,"53 Ashley Rd,Edison, NJ 08817",Edison, 08817
344999,2.0,1.0,1050.0,1,1,5.0,6458.0,Single Family Residential,1945,52.0,42.0,"115 High St,Piscataway, NJ 08854",Piscataway, 08854
