Price,Beds,Baths,Sq-ft,Basement,Garage,Rooms,Annual Tax,Style,Year Built,Walkable Score,Bikeable Score,Address,City,Zip
415000,5.0,2.0,,1,0,8.0,3556.0,Single Family Residential,1930,29.0,26.0,"940 Grove Ave,Old Bridge, NJ 08879",Old Bridge, 08879
80000,2.0,1.0,,0,0,5.0,,Mobile/Manufactured Home,,48.0,41.0,"39 Helen Ave,Avenel, NJ 07001",Avenel, 07001
1800000,5.0,4.5,4200.0,1,1,8.0,13234.0,Other,1964,33.0,38.0,"2 Colonial Ct,Edison, NJ 08820",Edison, 08820
500000,3.0,1.0,,1,0,9.0,8001.0,Single Family Residential,1952,73.0,62.0,"15 Douglas Rd,East Brunswick, NJ 08816",East Brunswick, 08816
450000,3.0,2.0,,1,0,6.0,5794.0,Single Family Residential,,41.0,24.0,"1 Ida St,Sayreville, NJ 08872",Sayreville, 08872
515000,3.0,2.5,1696.0,1,1,6.0,8704.0,Single Family Residential,,66.0,52.0,"721 Drake Ave,Middlesex, NJ 08846",Middlesex, 08846
900000,5.0,3.0,,0,1,10.0,9626.0,Single Family Residential,1979,59.0,45.0,"99 Finnegans Ln,South Brunswick, NJ 08824",South Brunswick, 08824
239000,2.0,1.0,1204.0,1,1,8.0,1304.0,Single Family Residential,,32.0,30.0,"B Sussex Way Unit B,Monroe, NJ 08831",Monroe, 08831
615000,3.0,2.0,1883.0,1,1,,,Single Family Residential,2004,2.0,28.0,"10 Longstreet Ln,Cranbury, NJ 08512",Cranbury, 08512
519500,,,1275.0,1,1,7.0,7318.0,Single Family Residential,1922,86.0,56.0,"38 Laurel Pl,New Brunswick, NJ 08901",New Brunswick, 08901
1499000,9.0,9.0,5031.0,1,0,,,Vacant Land,,71.0,67.0,"543 E 2Nd St,Bound Brook Boro, NJ 08805-2040",Bound Brook Boro, 08805-2040
510000,3.0,1.5,1665.0,1,1,7.0,10465.0,Single Family Residential,1970,49.0,38.0,"5 Weiss Dr,Middlesex, NJ 08846",Middlesex, 08846
498000,2.0,1.0,1136.0,1,1,6.0,7797.0,Single Family Residential,1961,28.0,37.0,"342 Ridge Rd,South Brunswick, NJ 08810",South Brunswick, 08810
549999,4.0,2.5,,0,1,8.0,7428.0,Single Family Residential,1986,31.0,39.0,"29 Jeffrey Cir,South Brunswick, NJ 08810",South Brunswick, 08810
340000,2.0,2.0,,1,0,,,Single Family Residential,1985,25.0,28.0,"208 Wycoff Way,East Brunswick Twp., NJ 08816-5644",East Brunswick Twp., 08816-5644
155000,,,,1,0,,2212.0,Single Family Residential,,6.0,23.0,"00 Westley Rd,Old Bridge, NJ 08857",Old Bridge, 08857
574000,3.0,2.0,1772.0,1,1,7.0,9294.0,Single Family Residential,1987,10.0,38.0,"82 Bristol Rd,Piscataway, NJ 08854",Piscataway, 08854
585000,4.0,1.0,1632.0,1,1,8.0,7247.0,Single Family Residential,1940,41.0,35.0,"3854 Us Highway 9 Hwy,Old Bridge, NJ 08857",Old Bridge, 08857
599999,4.0,2.5,2147.0,1,0,7.0,6341.0,Single Family Residential,1958,49.0,43.0,"81 Austin Ave,Old Bridge, NJ 08857",Old Bridge, 08857
519000,2.0,2.0,1750.0,1,1,6.0,10114.0,Single Family Residential,1983,24.0,28.0,"12 Anne Ter,South Amboy, NJ 08879",South Amboy, 08879
689900,4.0,2.5,1980.0,1,1,8.0,11612.0,Single Family Residential,1967,46.0,38.0,"67 Hilltop Blvd,East Brunswick, NJ 08816",East Brunswick, 08816
550000,5.0,2.5,2089.0,1,1,8.0,8096.0,Condo/Co-op,1986,28.0,22.0,"67 Nottingham Dr #33,Old Bridge, NJ 08857",Old Bridge, 08857
769000,6.0,4.0,2500.0,1,0,,,Single Family Residential,,69.0,51.0,"9A Wright Pl,New Brunswick City, NJ 08901-3228",New Brunswick City, 08901-3228
344000,2.0,2.0,1297.0,0,1,5.0,6331.0,Condo/Co-op,2007,78.0,42.0,"368 Rector St #405,Perth Amboy, NJ 08861",Perth Amboy, 08861
660000,5.0,3.0,7501.0,1,1,9.0,10497.0,Single Family Residential,,40.0,35.0,"7 Stegiel Pl,Sayreville, NJ 08872",Sayreville, 08872
364900,3.0,2.0,,0,1,8.0,3515.0,Single Family Residential,,35.0,31.0,"130-A Balsam Plz,Monroe, NJ 08831",Monroe, 08831
280000,2.0,2.5,,0,0,6.0,5712.0,Single Family Residential,,67.0,48.0,"10 Lake Ave,East Brunswick, NJ 08816",East Brunswick, 08816
372818,,,1216.0,1,0,,,Multi-Family (2-4 Unit),1978,71.0,48.0,"86 Locust St,Carteret, NJ 07008",Carteret, 07008
534900,4.0,2.0,1556.0,1,1,9.0,9419.0,Single Family Residential,1953,28.0,32.0,"24 Bruning Ln,Spotswood, NJ 08884",Spotswood, 08884
299999,2.0,2.0,1296.0,0,1,6.0,2650.0,Single Family Residential,1992,18.0,30.0,"94I Winthrop Rd Unit 94I,Monroe, NJ 08831",Monroe, 08831
1490000,5.0,4.5,3700.0,1,1,10.0,3876.0,Single Family Residential,,1.0,20.0,"2 Joye Ln,South Brunswick, NJ 08852",South Brunswick, 08852
224888,2.0,1.0,990.0,0,0,5.0,1382.0,Single Family Residential,,13.0,27.0,"277 Crosse Dr Unit 2E,Monroe, NJ 08831",Monroe, 08831
389500,2.0,1.0,897.0,1,0,4.0,6584.0,Single Family Residential,1919,73.0,55.0,"367 5th St,South Amboy, NJ 08879",South Amboy, 08879
839000,5.0,3.0,2590.0,1,1,9.0,6545.0,Single Family Residential,1951,64.0,51.0,"58 Runyon Ave,Edison, NJ 08817",Edison, 08817
399000,3.0,1.5,1282.0,1,1,6.0,5920.0,Single Family Residential,1930,65.0,57.0,"42 S Talmadge St,New Brunswick, NJ 08901",New Brunswick, 08901
450000,2.0,2.5,1419.0,1,1,8.0,8431.0,Condo/Co-op,2003,12.0,37.0,"18 Hanna Ln #298,South Amboy, NJ 08879",South Amboy, 08879
345000,2.0,2.0,1339.0,0,1,4.0,6967.0,Single Family Residential,2007,78.0,42.0,"368 Rector St #304,Perth Amboy, NJ 08861",Perth Amboy, 08861
639999,3.0,2.5,1808.0,1,1,,10538.0,Single Family Residential,1994,18.0,54.0,"66 Ashford Dr,Plainsboro, NJ 08536",Plainsboro, 08536
999900,4.0,5.0,,1,0,,,Single Family Residential,1964,0.0,24.0,"1040 Mayflower Ct,Bridgewater Twp., NJ 08836-2324",Bridgewater Twp., 08836-2324
549000,4.0,2.5,1800.0,0,1,7.0,8806.0,Single Family Residential,1969,60.0,40.0,"2 Bud Ct,Perth Amboy, NJ 08861",Perth Amboy, 08861
325000,2.0,2.0,1228.0,0,0,9.0,6999.0,Single Family Residential,,20.0,23.0,"1702 Cypress Ln,East Brunswick, NJ 08816",East Brunswick, 08816
450000,3.0,2.0,1092.0,1,1,6.0,7954.0,Single Family Residential,1925,61.0,47.0,"62 New Brunswick Ave,Hopelawn, NJ 08861",Hopelawn, 08861
499900,2.0,2.0,1599.0,1,1,6.0,7001.0,Single Family Residential,,32.0,35.0,"8206 Falston Cir #06,Old Bridge, NJ 08857",Old Bridge, 08857
500000,3.0,2.0,1894.0,1,1,6.0,9398.0,Single Family Residential,1976,34.0,33.0,"55 Calliope Rd,Sayreville, NJ 08872",Sayreville, 08872
675000,3.0,1.0,1175.0,1,1,9.0,7060.0,Single Family Residential,1955,44.0,37.0,"1233 Englishtown Rd,Old Bridge, NJ 08857",Old Bridge, 08857
719900,3.0,2.5,3045.0,1,0,,,,,2.0,26.0,"The Willow Plan,Old Bridge, NJ 08857",Old Bridge, 08857
439000,3.0,2.0,1244.0,1,0,6.0,5606.0,Single Family Residential,1925,54.0,35.0,"78 Smullen St,Sayreville, NJ 08872",Sayreville, 08872
350000,2.0,2.0,,1,0,,,Condo/Co-op,,64.0,44.0,"107C Keystone Ct #107,Woodbridge Twp., NJ 07095-1433",Woodbridge Twp., 07095-1433
599000,,,1820.0,1,0,11.0,8013.0,Single Family Residential,1949,40.0,43.0,"151 New York Ave,South Plainfield, NJ 07080",South Plainfield, 07080
899000,6.0,3.0,,1,1,16.0,9665.0,Single Family Residential,,55.0,27.0,"9 Driftwood Dr,Sayreville, NJ 08859",Sayreville, 08859
575000,3.0,2.5,2240.0,1,1,8.0,15746.0,Single Family Residential,2017,40.0,28.0,"70 Fleet St,North Brunswick, NJ 08902",North Brunswick, 08902
499990,2.0,2.0,1499.0,0,1,6.0,6839.0,Condo/Co-op,,32.0,35.0,"7318 Falston Cir,Old Bridge, NJ 08857",Old Bridge, 08857
57000,2.0,1.0,,1,0,4.0,,Mobile/Manufactured Home,,40.0,41.0,"26 Dalbert St Unit M-11,Carteret, NJ 07008",Carteret, 07008
349000,2.0,2.0,1263.0,0,0,4.0,9562.0,Condo/Co-op,2000,33.0,56.0,"2041 Windrow Dr #2041,Plainsboro, NJ 08540",Plainsboro, 08540
725000,4.0,2.5,2380.0,1,1,,10512.0,Single Family Residential,1973,57.0,45.0,"25 James Ave,Kendall Park, NJ 08824",Kendall Park, 08824
375000,2.0,1.0,,1,0,5.0,5481.0,Single Family Residential,,66.0,47.0,"3317 Banta Rd,South Plainfield, NJ 07080",South Plainfield, 07080
1298000,5.0,4.5,,1,1,11.0,11763.0,Other,1958,38.0,42.0,"999 Wood Ave,Edison, NJ 08820",Edison, 08820
629000,4.0,2.0,1632.0,1,1,7.0,9338.0,Single Family Residential,1951,63.0,49.0,"215 Carteret Ave,Carteret, NJ 07008",Carteret, 07008
220000,2.0,1.0,896.0,0,0,4.0,3258.0,Condo/Co-op,1977,36.0,39.0,"198 College Dr #198,Edison, NJ 08817",Edison, 08817
764900,5.0,2.5,2748.0,1,1,11.0,8793.0,Single Family Residential,1914,53.0,43.0,"461 Prospect Ave,Piscataway, NJ 08854",Piscataway, 08854
3143639,,,2992.0,1,0,,,Single Family Residential,1954,24.0,28.0,"746 River Rd,Piscataway, NJ 08854",Piscataway, 08854
515000,4.0,3.0,2008.0,1,0,11.0,12108.0,Single Family Residential,1910,61.0,65.0,"117 Graham St,Highland Park, NJ 08904",Highland Park, 08904
789000,3.0,2.0,2268.0,1,0,8.0,12634.0,Single Family Residential,1956,17.0,36.0,"37 Utica Rd,Edison, NJ 08820",Edison, 08820
299900,2.0,2.0,1508.0,0,0,6.0,4450.0,Single Family Residential,,61.0,50.0,"732 Edpas Rd,New Brunswick, NJ 08901",New Brunswick, 08901
209999,1.0,1.0,624.0,0,0,4.0,1970.0,Condo/Co-op,,43.0,45.0,"1117 Edpas Rd,New Brunswick, NJ 08901",New Brunswick, 08901
319000,2.0,1.0,576.0,1,1,4.0,4442.0,Single Family Residential,,51.0,40.0,"68 Macarthur Ave,Sayreville, NJ 08872",Sayreville, 08872
729000,3.0,2.5,2730.0,0,1,8.0,10925.0,Townhouse,,6.0,29.0,"163 Coppertree Ct,Edison, NJ 08820",Edison, 08820
574000,4.0,2.5,,1,1,9.0,3560.0,Single Family Residential,1951,46.0,39.0,"72 Macarthur Ave,Sayreville, NJ 08872",Sayreville, 08872
2200000,6.0,6.0,8660.0,1,1,,31927.0,Single Family Residential,2012,10.0,23.0,"4 Majestic Woods Dr,Monroe Twp, NJ 08831",Monroe Twp, 08831
565000,4.0,2.0,1391.0,1,0,6.0,4869.0,Single Family Residential,,40.0,45.0,"211 Barone Ave,South Plainfield, NJ 07080",South Plainfield, 07080
400000,4.0,2.0,,1,1,7.0,7366.0,Single Family Residential,1942,59.0,49.0,"646 Kosciusko St,Perth Amboy, NJ 08861",Perth Amboy, 08861
425000,4.0,3.0,,1,0,8.0,7645.0,Single Family Residential,,81.0,51.0,"292 Central Ave,Metuchen, NJ 08840",Metuchen, 08840
350000,4.0,2.0,1534.0,1,1,7.0,6554.0,Single Family Residential,1952,50.0,44.0,"523 N Park Dr,Perth Amboy, NJ 08861",Perth Amboy, 08861
171094,,,780.0,1,0,,,Condo/Co-op,1960,64.0,58.0,"55B Gramercy Gdns #55,Middlesex, NJ 08846",Middlesex, 08846
405000,3.0,1.0,,1,0,,7161.0,Single Family Residential,1950,63.0,45.0,"36 Louis Ave,Middlesex, NJ 08846",Middlesex, 08846
248900,2.0,2.0,1256.0,1,0,6.0,1640.0,Single Family Residential,,19.0,31.0,"A Mayflower Way,Monroe, NJ 08831",Monroe, 08831
499900,4.0,2.0,,1,0,,,Single Family Residential,1950,41.0,39.0,"274 Greenbrook Rd,Green Brook Twp., NJ 08812-2206",Green Brook Twp., 08812-2206
475000,2.0,2.5,1312.0,1,0,7.0,10976.0,Single Family Residential,,89.0,60.0,"26 Courtland St,New Brunswick, NJ 08901",New Brunswick, 08901
215000,2.0,1.0,884.0,0,0,4.0,5064.0,Condo/Co-op,,25.0,42.0,"351 College Dr,Edison, NJ 08817",Edison, 08817
500000,3.0,2.0,1836.0,1,0,9.0,10636.0,Single Family Residential,1935,67.0,45.0,"229 Martool Dr,Woodbridge Proper, NJ 07095",Woodbridge Proper, 07095
659000,4.0,2.5,1736.0,1,1,8.0,13786.0,Single Family Residential,1978,10.0,17.0,"5 Van Wickle Rd,East Brunswick, NJ 08816",East Brunswick, 08816
550000,3.0,2.5,1828.0,1,1,8.0,12515.0,Single Family Residential,1992,5.0,18.0,"30 Kentisbury Cir,East Brunswick, NJ 08816",East Brunswick, 08816
495000,3.0,1.5,1344.0,1,0,6.0,5241.0,Multi-Family (2-4 Unit),1950,53.0,43.0,"57 Christopher St,Carteret, NJ 07008",Carteret, 07008
2900,2.0,2.0,1372.0,0,1,4.0,8255.0,Single Family Residential,,21.0,34.0,"91 Heather Ct,Edison, NJ 08820",Edison, 08820
1250000,4.0,4.5,4312.0,1,1,9.0,,Other,,15.0,24.0,"137 Church Ln,East Brunswick, NJ 08816",East Brunswick, 08816
688924,3.0,2.5,2072.0,0,1,8.0,1.0,Single Family Residential,,32.0,42.0,"52 Depot Way #1124,Dunellen, NJ 08812",Dunellen, 08812
799000,4.0,4.5,2413.0,1,1,12.0,,Single Family Residential,,53.0,43.0,"50 Vaughn Ave,Spotswood, NJ 08884",Spotswood, 08884
375000,4.0,1.0,1152.0,1,0,6.0,6129.0,Single Family Residential,1956,58.0,42.0,"18 John St,Carteret, NJ 07008",Carteret, 07008
379000,3.0,1.5,1192.0,1,1,5.0,4695.0,Single Family Residential,1991,71.0,47.0,"309 Harris St,Carteret, NJ 07008",Carteret, 07008
767990,3.0,2.5,1822.0,1,0,,,,,0.0,25.0,"Madison I Plan,Old Bridge, NJ 08857",Old Bridge, 08857
749000,4.0,2.5,2933.0,1,1,15.0,12312.0,Single Family Residential,1977,2.0,32.0,"5 Oakwood Way,Piscataway, NJ 08854",Piscataway, 08854
379900,3.0,2.0,,0,0,6.0,5445.0,Single Family Residential,,9.0,24.0,"2704 Lighthouse Ln,Sayreville, NJ 08859",Sayreville, 08859
499000,,,,1,0,,6514.0,Vacant Land,,8.0,26.0,"2 Legends Dr,Monroe, NJ 08831",Monroe, 08831
190000,,1.0,430.0,0,0,1.0,2588.0,Condo/Co-op,1987,87.0,47.0,"40 Fayette St #12,Perth Amboy, NJ 08861",Perth Amboy, 08861
529000,4.0,1.5,1586.0,0,0,7.0,7034.0,Single Family Residential,1959,52.0,47.0,"83 Tennyson St,Carteret, NJ 07008",Carteret, 07008
485000,3.0,2.5,2463.0,1,0,,,Condo/Co-op,2007,78.0,42.0,"368 Rector St #513,Perth Amboy, NJ 08861",Perth Amboy, 08861
650000,3.0,2.5,,1,0,7.0,11022.0,Condo/Co-op,,74.0,53.0,"14 Irongate Ave #303,Metuchen, NJ 08840",Metuchen, 08840
719900,3.0,3.0,2703.0,0,1,8.0,17953.0,Single Family Residential,2017,40.0,28.0,"66 Cannon St,North Brunswick, NJ 08902",North Brunswick, 08902
697000,5.0,3.0,,0,1,10.0,13937.0,Single Family Residential,1961,20.0,30.0,"2 Merker Dr,Edison, NJ 08837",Edison, 08837
210000,1.0,1.0,802.0,1,0,,5496.0,Condo/Co-op,,43.0,62.0,"2036 Windrow Dr,Princeton, NJ 08540",Princeton, 08540
742990,3.0,2.5,,0,1,6.0,6000.0,Single Family Residential,,79.0,71.0,"103 Lyla Ln,New Brunswick, NJ 08901",New Brunswick, 08901
497303,3.0,2.5,,0,1,6.0,5688.0,Single Family Residential,,10.0,29.0,"253 Prestwick Way,Edison, NJ 08820",Edison, 08820
795000,3.0,3.5,2603.0,1,1,9.0,23626.0,Single Family Residential,2019,83.0,77.0,"18 Penzias Pl,Highland Park, NJ 08904",Highland Park, 08904
725000,4.0,3.0,2479.0,1,1,9.0,6450.0,Single Family Residential,1971,51.0,43.0,"14 Thames Ave,Piscataway, NJ 08854",Piscataway, 08854
369000,3.0,1.0,,1,0,,,Single Family Residential,1951,56.0,56.0,"119 2Nd St,Middlesex Boro, NJ 08846-2125",Middlesex Boro, 08846-2125
468500,2.0,2.0,,1,1,6.0,2922.0,Condo/Co-op,,23.0,31.0,"222-A Branch Rd,Monroe, NJ 08831",Monroe, 08831
839900,5.0,4.0,,1,1,9.0,17000.0,Single Family Residential,,50.0,45.0,"123 William St,Carteret, NJ 07008",Carteret, 07008
475000,3.0,1.5,1823.0,1,0,8.0,8273.0,Single Family Residential,1958,31.0,32.0,"6 Clover St,Old Bridge, NJ 08857",Old Bridge, 08857
734900,4.0,2.5,2345.0,1,1,,10691.0,Single Family Residential,1994,3.0,25.0,"40 Emily Dr,Old Bridge, NJ 08857",Old Bridge, 08857
799000,4.0,2.5,2594.0,1,1,7.0,,Single Family Residential,,49.0,36.0,"A Plainfield Ave,Piscataway, NJ 08854",Piscataway, 08854
489000,5.0,3.0,2600.0,1,0,12.0,5313.0,Single Family Residential,1894,80.0,46.0,"105 State St,Perth Amboy, NJ 08861",Perth Amboy, 08861
515000,3.0,2.0,1233.0,1,1,9.0,8684.0,Single Family Residential,1950,65.0,51.0,"419 S 7th Ave,Highland Park, NJ 08904",Highland Park, 08904
399000,3.0,2.0,1446.0,1,1,5.0,6092.0,Single Family Residential,1935,68.0,46.0,"12 Tice Ave,South River, NJ 08882",South River, 08882
799900,,,,1,0,,7400.0,Vacant Land,,38.0,36.0,"3803 Us-1,South Brunswick, NJ 08852",South Brunswick, 08852
579900,4.0,2.5,2265.0,1,0,9.0,12557.0,Single Family Residential,1956,69.0,44.0,"38 Clayton Ct,Woodbridge Proper, NJ 07095",Woodbridge Proper, 07095
639000,3.0,3.5,,0,1,8.0,18151.0,Single Family Residential,2017,40.0,28.0,"94 Fleet St,North Brunswick, NJ 08902",North Brunswick, 08902
469000,3.0,2.0,1408.0,1,0,9.0,7338.0,Single Family Residential,1916,62.0,31.0,"173 Fulton St,Woodbridge Proper, NJ 07095",Woodbridge Proper, 07095
340000,3.0,2.0,2200.0,1,1,8.0,9499.0,Single Family Residential,1961,47.0,31.0,"755 Christopher Ct,Perth Amboy, NJ 08861",Perth Amboy, 08861
550000,3.0,1.5,1501.0,1,1,7.0,12946.0,Single Family Residential,1924,68.0,46.0,"174 High St,Metuchen, NJ 08840",Metuchen, 08840
500000,2.0,2.0,1399.0,0,1,5.0,10069.0,Condo/Co-op,1983,37.0,37.0,"88 Gate House Ln,Edison, NJ 08820",Edison, 08820
269000,2.0,1.0,,1,0,6.0,4413.0,Single Family Residential,1895,46.0,39.0,"5 Wedgewood Ave,Woodbridge Proper, NJ 07095",Woodbridge Proper, 07095
615000,3.0,2.5,2320.0,0,1,8.0,8748.0,Single Family Residential,2013,6.0,30.0,"18 Constitution Dr,Monroe, NJ 08831",Monroe, 08831
299900,2.0,2.0,1448.0,0,0,5.0,2853.0,Single Family Residential,,53.0,34.0,"414 Onset Ln Unit A,Monroe, NJ 08831",Monroe, 08831
429900,2.0,2.5,1534.0,1,1,6.0,5340.0,Townhouse,1988,45.0,43.0,"2003 N Oaks Blvd,North Brunswick, NJ 08902",North Brunswick, 08902
550000,3.0,1.5,,1,1,7.0,9684.0,Single Family Residential,1948,64.0,39.0,"48 Newman St,Metuchen, NJ 08840",Metuchen, 08840
637000,3.0,2.5,2559.0,0,1,8.0,9105.0,Single Family Residential,,4.0,26.0,"34 Morgan Way,Monroe, NJ 08831",Monroe, 08831
977995,4.0,3.5,3164.0,1,0,,,,,6.0,26.0,"Irving Plan,Cranbury, NJ 08512",Cranbury, 08512
295000,2.0,2.0,,1,1,8.0,2390.0,Single Family Residential,1977,43.0,33.0,"387-A Newport Way,Monroe, NJ 08831",Monroe, 08831
430000,,,1922.0,1,0,11.0,7773.0,Single Family Residential,1892,93.0,62.0,"38 Hartwell St,New Brunswick, NJ 08901",New Brunswick, 08901
499900,4.0,3.0,,1,0,11.0,2621.0,Single Family Residential,2021,60.0,63.0,"713 Parker St,Perth Amboy, NJ 08861",Perth Amboy, 08861
418900,3.0,2.0,1010.0,1,0,7.0,8111.0,Single Family Residential,1920,54.0,55.0,"2 Anne St,Middlesex, NJ 08846",Middlesex, 08846
450000,2.0,1.0,1020.0,1,1,5.0,7240.0,Single Family Residential,1950,50.0,50.0,"6 Valley Brook Dr,Middlesex, NJ 08846",Middlesex, 08846
319990,1.0,1.0,,1,0,5.0,3933.0,Single Family Residential,1982,33.0,29.0,"231 Chaucer Ct,Old Bridge, NJ 08857",Old Bridge, 08857
359000,2.0,1.0,708.0,1,0,6.0,5227.0,Single Family Residential,1937,78.0,54.0,"23 John St,South River, NJ 08882",South River, 08882
524900,3.0,1.5,,1,0,7.0,7916.0,Single Family Residential,1899,92.0,45.0,"218 Kearny Ave,Perth Amboy, NJ 08861",Perth Amboy, 08861
599999,,,2474.0,1,0,9.0,11394.0,Single Family Residential,,50.0,42.0,"180 Main St,East Brunswick, NJ 08816",East Brunswick, 08816
1200000,4.0,3.5,3603.0,1,1,11.0,17049.0,Single Family Residential,2006,8.0,26.0,"56 Birch St,Old Bridge, NJ 08857",Old Bridge, 08857
589000,,,,1,0,,5192.0,Vacant Land,,18.0,43.0,"176 Brooklyn Ave,Spotswood, NJ 08884",Spotswood, 08884
349000,2.0,2.0,1128.0,1,0,5.0,6066.0,Condo/Co-op,1999,16.0,24.0,"1703 Ridgeview Ct #1703,Sayreville, NJ 08859",Sayreville, 08859
379900,4.0,2.0,711.0,1,0,8.0,7522.0,Single Family Residential,1913,72.0,54.0,"21 Thomasine St,Edison, NJ 08817",Edison, 08817
767990,3.0,3.0,2731.0,1,0,,,,,8.0,30.0,"Capri Plan,Monroe Township, NJ 08831",Monroe Township, 08831
900000,3.0,2.0,,1,1,6.0,7386.0,Single Family Residential,,37.0,27.0,"193 Pulaski Ave,Sayreville, NJ 08872",Sayreville, 08872
485000,2.0,2.0,1506.0,1,1,6.0,3783.0,Single Family Residential,1983,9.0,9.0,"19 Benjamin Franklin Dr,Monroe, NJ 08831",Monroe, 08831
545000,2.0,2.5,,1,0,,8164.0,Townhouse,1999,41.0,41.0,"1107 Blossom Cir,Dayton, NJ 08810",Dayton, 08810
325900,2.0,1.0,,1,0,,,Condo/Co-op,,64.0,45.0,"143-G Beverly Hill Ter,Woodbridge Twp., NJ 07095-4004",Woodbridge Twp., 07095-4004
250000,,,,1,1,,,Vacant Land,,30.0,27.0,"56 Miara St,Sayreville, NJ 08859",Sayreville, 08859
999356,2.0,2.5,2432.0,1,1,,14754.0,Vacant Land,,6.0,26.0,"4 Evelyn Ct,Cranbury, NJ 08512",Cranbury, 08512
329500,3.0,2.0,,0,1,6.0,5475.0,Single Family Residential,1910,58.0,42.0,"30 John St,Carteret, NJ 07008",Carteret, 07008
499900,4.0,1.5,889.0,1,1,6.0,6978.0,Single Family Residential,1949,74.0,58.0,"2 Weber Rd,North Brunswick, NJ 08902",North Brunswick, 08902
559000,4.0,2.0,,1,1,8.0,8588.0,Single Family Residential,1957,51.0,38.0,"139 Washington Ave,Milltown, NJ 08850",Milltown, 08850
485000,2.0,2.5,,0,1,6.0,7128.0,Single Family Residential,,30.0,26.0,"43 Birch Ter,Sayreville, NJ 08859",Sayreville, 08859
539000,2.0,2.0,1576.0,1,1,9.0,4037.0,Single Family Residential,1983,12.0,29.0,"19 Patrick Henry Ct,Monroe, NJ 08831",Monroe, 08831
539000,4.0,2.0,,1,1,8.0,9122.0,Single Family Residential,,36.0,29.0,"49 Fanwood Dr,Sayreville, NJ 08872",Sayreville, 08872
365000,2.0,2.0,1034.0,0,0,5.0,5494.0,Condo/Co-op,,53.0,40.0,"434 Waterford Dr,Edison, NJ 08817",Edison, 08817
179000,,,,1,0,,3763.0,Single Family Residential,,18.0,31.0,"35 Birch St,Old Bridge, NJ 08857",Old Bridge, 08857
599950,8.0,4.0,3600.0,1,0,5.0,10748.0,Single Family Residential,1900,71.0,66.0,"193 Lawrence St,New Brunswick, NJ 08901",New Brunswick, 08901
499900,3.0,1.5,1650.0,1,1,8.0,10064.0,Single Family Residential,1950,39.0,33.0,"23 S Woodland Ave,East Brunswick, NJ 08816",East Brunswick, 08816
328000,2.0,1.0,964.0,1,0,,5003.0,Condo/Co-op,,37.0,47.0,"3228 Sayre Dr,Princeton, NJ 08540",Princeton, 08540
900000,5.0,3.0,,1,0,11.0,5096.0,Single Family Residential,,37.0,27.0,"195 Pulaski Ave,Sayreville, NJ 08872",Sayreville, 08872
369900,2.0,2.0,1628.0,1,1,6.0,1792.0,Single Family Residential,,21.0,28.0,"A Pompton Rd,Monroe, NJ 08831",Monroe, 08831
295000,2.0,2.0,1486.0,1,0,,2022.0,Single Family Residential,,43.0,33.0,"387 A Newport Way,Monroe, NJ 08831",Monroe, 08831
330000,,2.0,,0,0,5.0,4458.0,Condo/Co-op,,20.0,31.0,"1415 Pebble Pl,Sayreville, NJ 08859",Sayreville, 08859
339000,3.0,1.5,1144.0,1,1,7.0,7248.0,Single Family Residential,1931,71.0,46.0,"521 Olive Pl,Woodbridge Proper, NJ 07095",Woodbridge Proper, 07095
679429,3.0,3.0,1892.0,1,1,7.0,11089.0,Single Family Residential,1971,17.0,26.0,"936 Kearney Dr,North Brunswick, NJ 08902",North Brunswick, 08902
750000,,,,1,0,,41.0,Vacant Land,,10.0,26.0,"44 Federal Rd,Monroe, NJ 08831",Monroe, 08831
1099000,4.0,3.0,3200.0,1,1,,19319.0,Single Family Residential,1998,4.0,34.0,"17 Heather Ct,Plainsboro, NJ 08536",Plainsboro, 08536
1599000,5.0,4.5,5020.0,1,1,13.0,28410.0,Single Family Residential,2016,14.0,22.0,"2 Hidden Pond Ct,East Brunswick, NJ 08816",East Brunswick, 08816
699990,4.0,2.5,2625.0,1,1,,12054.0,Single Family Residential,2006,1.0,18.0,"104 Aristotle,East Windsor, NJ 08512",East Windsor, 08512
575000,5.0,5.0,3152.0,1,1,10.0,21256.0,Single Family Residential,,7.0,45.0,"702 Leia Ln,Highland Park, NJ 08904",Highland Park, 08904
495000,3.0,3.0,1712.0,1,1,,9713.0,Townhouse,1995,20.0,34.0,"32 Haymarket Ct,East Windsor, NJ 08512",East Windsor, 08512
637011,3.0,2.5,,1,1,,12200.0,Single Family Residential,,28.0,33.0,"28 Campbell St,South Plainfield, NJ 07080",South Plainfield, 07080
399900,2.0,2.0,1208.0,1,0,5.0,6025.0,Condo/Co-op,,28.0,31.0,"1054 Morning Glory Dr,Monroe, NJ 08831",Monroe, 08831
959000,3.0,,,1,0,,,Multi-Family (5+ Unit),,70.0,50.0,"247 Washington Ave,Carteret, NJ 07008",Carteret, 07008
600000,2.0,2.0,1928.0,1,1,,8379.0,Single Family Residential,2009,9.0,27.0,"19 Nappa Ct,Monroe Twp, NJ 08831",Monroe Twp, 08831
1400000,5.0,4.5,4725.0,1,1,10.0,1.0,Single Family Residential,1947,3.0,9.0,"55 South Dr,East Brunswick, NJ 08816",East Brunswick, 08816
539000,3.0,2.0,,1,1,8.0,6274.0,Single Family Residential,,72.0,51.0,"156 Oak Tree Ave,South Plainfield, NJ 07080",South Plainfield, 07080
